PlantName,PubMed ID,Activity,Targets,Paper Title
Mallotus philippinensis,16678369,antibacterial,Klebsiella pneumoniae,
Mallotus philippinensis,16678369,antibacterial,Streptococcus faecalis,
Mandevilla velutina,,antivenom,Bothrops alternatus,Anti-snake venom properties of medicinal plants
Mangifera indica,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Manihot esculenta,23368430,antibacterial,Listeria monocytogenes,
Manihot esculenta,23368430,antibacterial,Vibrio cholerae,
Manihot esculenta,23368430,antibacterial,Shigella flexneri,
Manihot esculenta,23368430,antibacterial,Salmonella typhi,
Manihot esculenta,23368430,antibacterial,Corynebacterium diphtheriae,
Manihot esculenta,23368430,antibacterial,Pseudomonas aeruginosa,
Manihot esculenta,23368430,antibacterial,Enterobacter cloacae,
Manihot esculenta,23368430,antibacterial,Providencia stuartii,
Manihot esculenta,23368430,antibacterial,Enterobacter aerogenes,
Markhamia tomentosa,20162089,antibacterial,Pseudomonas aeruginosa,
Markhamia tomentosa,20162089,antibacterial,Escherichia coli,
Marrubium peregrinum,22465429,antiviral,hepatitis C virus,
Marsypjanthes hyptoides,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Melastoma malabathricum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Melastoma malabathricum,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Melissa officinalis,18693101,Antiviral,HSV-1,
Melissa officinalis,18693101,Antiviral,HSV-2,
Mentha cordifolia,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Mentha longifolia,19523224,antibacterial,Staphylococcus aureus,
Mentha longifolia,19523224,antibacterial,Streptococcus mutans,
Mentha longifolia,19523224,antibacterial,Streptococcus faecalis,
Mentha longifolia,19523224,antibacterial,Streptococcus pyogenis,
Mentha longifolia,19523224,antibacterial,Lactobacillus acidophilus,
Mentha longifolia,19523224,antifungal,Candida albicans,
Mentha spicata,23351780,urease inhibitory,urea amidohydrolases,
Mikania glomerata,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Mimosa  pudica,,antivenom,Naja naja kaouthia,Anti-snake venom properties of medicinal plants
Momordica charantia,22244370,antiviral,DENV-1,
Momordica charantia,22654584,?-glucosidase activity,,
Momordica charantia,8389127,hypoglycemic,streptozotocin -diabetic rats,
Momordica charantia,8389127,antihyperglycemic,streptozotocin -diabetic rats,
Momordica dioica,16678369,antibacterial,Bordetella bronchiseptica,
Morinda citrofolia,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Morinda lucida,20161952,anti-malarial,Plasmodium falciparum,
Moringa oleifera,14638393,antiviral,phosphonoacetate-resistant HSV-1,
Moringa oleifera,14638393,antiviral,thymidine kinase-deficient HSV-1,
Moringa oleifera,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Moringa peregrina,19666102,antiviral,HSV-1,
Morus alba,12648813,antibacterial,Streptococcus mutans,
Morus alba,12648813,antibacterial,Streptococcus sobrinus,
Morus alba,12648813,antibacterial,Streptococcus sanguis,
Morus alba,12648813,antibacterial,Porpyromonas gingivalis,
Morus Alba,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Mucuna  pruriens,,antivenom,Echis  carinatus,Anti-snake venom properties of medicinal plants
Mucuna  pruriens,,antivenom,Naja hannah,Anti-snake venom properties of medicinal plants
Murraya exotica,20736910,Insecticidal,Sitophilus zeamais,
Murraya exotica,20736910,Insecticidal,Tribolium castaneum,
Murraya paniculata,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Musa  paradisiaca,,antivenom,Bothrops  jararacussu,Anti-snake venom properties of medicinal plants
Musa  paradisiaca,,antivenom,Bothrops neuwiedi,Anti-snake venom properties of medicinal plants
Mussaenda pubescens,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Myracrodruon urundeuva,22469769,antiviral,rotavirus,
Myrica rubra,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Myristica fragrans,23351780,urease inhibitory,urea amidohydrolases,
Myristica fragrans,15476301,antibacterial,Salmonella typhi,
Myrtus communis,23351780,urease inhibitory,urea amidohydrolases,
Nardostachys jatamansi,16678369,antibacterial,Bacillus cereus var mycoides,
Nardostachys jatamansi,16678369,antibacterial,Bacillus pumilus,
Nardostachys jatamansi,16678369,antibacterial,Bacillus subtilis,
Nardostachys jatamansi,16678369,antibacterial,Bordetella bronchiseptica,
Nardostachys jatamansi,16678369,antibacterial,Micrococcus luteus,
Nardostachys jatamansi,16678369,antibacterial,Staphylococcus aureus,
Nardostachys jatamansi,16678369,antibacterial,Staphylococcus epidermidis,
Nardostachys jatamansi,16678369,antibacterial,Klebsiella pneumoniae,
Nardostachys jatamansi,16678369,antibacterial,Streptococcus faecalis,
Nardostachys jatamansi,16678369,antifungal,Candida albicans,
Nasturdium officinalis,23351780,urease inhibitory,urea amidohydrolases,
Nauclea latifolia,15814260,anti-malarial,Plasmodium falciparum,
Nauclea latifolia,22583961,antifungal,Candida albicans,
Nauclea latifolia,22583961,antibacterial,Escherichia coli,
Nauclea latifolia,22583961,antibacterial,Staphylococcus aureus,
Nauclea latifolia,22583961,antibacterial,Pseudomonas aeruginosa,
Nelumbo nucifera,21967692,larvacidal,Culex quinquefasciatus,
Nelumbo nucifera,21967692,larvicidal,Anopheles stephensi,
Nepeta coerulea,11113996,antiviral,HSV-1,
Nepeta coerulea,11113996,antiviral,vesicular stomatitis virus,
Nepeta hindostana,21527328,anti-malarial,Plasmodium falciparum,
Nepeta nepetella,11113996,antiviral,HSV-1,
Nepeta nepetella,11113996,antiviral,vesicular stomatitis virus,
Nepeta tuberosa,11113996,antiviral,HSV-1,
Nepeta tuberosa,11113996,antiviral,vesicular stomatitis virus,
Nerium indicum,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Nerium indicum,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Nerium Oleander,23351780,urease inhibitory,urea amidohydrolases,
Newbouldia laevis,20161915,antifungal,Candida albicans,
Newbouldia laevis,20161915,antibacterial,Staphylococcus aureus,
Newbouldia laevis,20161915,antibacterial,Salmonella typhi,
Nuphar lutea,19508747,Antileishmanial,promastigotes,
Nymphaea alba,23351780,urease inhibitory,urea amidohydrolases,
Ochradenus baccatus,23368935,antitumor,human liver cancer cells,
Ocimum basilicum,23351503,cardioprotective,wistar albino rats,
Ocimum basilicum,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Ocimum basilicum,,antiviral,Adenovirus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Ocimum gratissimum,15678368,anti-malarial,Plasmodium berghei,
Ocimum sanctum,15476301,antibacterial,Salmonella typhi,
Ocimum sanctum,20336211,antibacterial,Klebsiella pneumoniae,
Ocimum sanctum,20336211,antibacterial,Enterococcus faecalis,
Ocimum sanctum,,antiviral,Polio virus type 3,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Ocimum sanctum,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Olea europaea,21501041,antibacterial,Staphylococcus aureus,
Olea europaea,21501041,antibacterial,Staphylococcus epidermidis,
Olea europaea,21501041,antibacterial,Streptococcus pyogenes,
Oliveria decumbens,20593515,antibacterial,Brucella melitensis,
Origanum compactum,23662123,antibacterial,Streptococcus pyogenes,
Origanum dayi Post,23368935,antitumor,human liver cancer cells,
Origanum syriacum,23645957,antibacterial,brucella melitensis,
Papaver Rhoeas,23351780,urease inhibitory,urea amidohydrolases,
Parkia  biglobosa,,antivenom,Naja nigricollis,Anti-snake venom properties of medicinal plants
Parkia  biglobosa,,antivenom,Echis ocellatus,Anti-snake venom properties of medicinal plants
Pavetta crassipes,12684889,Antiprotozoal,Plasmodium falciparum,
Peganum harmala,21501041,antibacterial,Acinetobacter calcoaceticus,
Peganum harmala,21501041,antibacterial,Staphylococcus aureus,
Peganum harmala,21501041,antifungal,Candida albicans,
Pelargonium graveolens,23351780,urease inhibitory,urea amidohydrolases,
Pelargonium sidoides,18691858,antiviral,HSV-2,
Pelargonium sidoides,18691858,antiviral,HSV-1,
Pelargonium zonale,24972056,antifungal,Candida albicans,
Pelargonium zonale,24972056,anticancer,HeLa cell line,
Peltophorum africanum,17582701,antibacterial,Staphylococcus epidermidis,
Penellia ternate,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Peniantus longifolius,20161952,anti-malarial,Plasmodium falciparum,
Pentaclethra macroloba,,antivenom,Bothrops jararacussu,Anti-snake venom properties of medicinal plants
Peperomia vulcanica,20161952,anti-malarial,Plasmodium falciparum,
Periandra mediterranea,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Periandra pujalu,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Pericampylus glaucus,18396905,antiviral,hepatitis B virus,
Pericampylus glaucus,18396905,antiviral,hepatitis B virus,
Pericampylus glaucus,18396905,antiviral,hepatitis B virus,
Pericampylus glaucus,18396905,antiviral,hepatitis B virus,
Pericampylus glaucus,18396905,antiviral,HIV-1,
Pericampylus glaucus,18396905,antiviral,HIV-1,
Persea americana,,antivenom,Bothrops asper,Anti-snake venom properties of medicinal plants
Peucedanum graveolens,15476301,antibacterial,Salmonella typhi,
Phaseolus vulgaris,23368430,antibacterial,Listeria monocytogenes,
Phaseolus vulgaris,23368430,antibacterial,Bacillus subtilis,
Phlox paniculata,16483385,antibacterial,Staphylococcus aureus,
Phyllanthus amarus,22359419,Antiprotozoal,Plasmodium falciparum,
Phyllanthus amarus,17720339,protective effect against aflatoxin B(1)-induced hepatic damage,mice,
Phyllanthus amarus,21440018,antiviral,hepatitis C virus,
Phyllanthus amarus,21967692,larvicidal,Culex quinquefasciatus,
Phyllanthus amarus,21967692,larvicidal,Anopheles stephensi,
Phyllanthus klotzschianus,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Phyllanthus maderaspatensis,16678369,antibacterial,Streptococcus faecalis,
Phyllanthus maderaspatensis,16678369,antifungal,Candida albicans,
Phyllanthus muellerianus,21867554,antifungal,Candida krusei,
Phyllanthus muellerianus,21867554,antibacterial,Enterococcus faecalis,
Phyllanthus muellerianus,21867554,antibacterial,Staphylococcus aureus,
Phyllanthus muellerianus,21867554,antibacterial,Escherichia coli,
Phyllanthus muellerianus,21867554,antibacterial,Klebsiella pneumoniae,
Phyllanthus muellerianus,21867554,antibacterial,Pseudomonas aeruginosa,
Phyllanthus muellerianus,21867554,antibacterial,Proteus mirabilis,
Phyllanthus muellerianus,21867554,antibacterial,Shigella flexneri,
Phyllanthus muellerianus,21867554,antibacterial,Salmonella typhi,
Phyllanthus muellerianus,21867554,antifungal,Candida albicans,
Phyllanthus muellerianus,15814260,anti-malarial,Plasmodium falciparum,
Phyllanthus niruri,23410205,antitumor,ovarian cancer cell lines,
Phyllanthus piscatorum,12802722,antifungal,Aspergillus fumigatus,
Phyllanthus piscatorum,12802722,antifungal,Aspergillus flavus,
Phyllanthus piscatorum,12802722,antifungal,Candida albicans,
Phyllanthus piscatorum,12802722,antiprotozoal,Trypanosoma brucei rhodesiense,
Phyllanthus piscatorum,12802722,antiprotozoal,Trypanosoma cruzi,
Phyllanthus urinaria,15885815,antiviral,HSV-2,
Phyllanthus urinaria,17113739,antiviral,HSV-2,
Phyllanthus urinaria,17113739,antiviral,HSV-1,
Phyllanthus urinaria,11601301,antiviral,hepatitis B virus,
Phyllanthus urinaria,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Picorhiza kurroa,15476301,antibacterial,Salmonella typhi,
Picrasma quassioides,,antivenom,Naja naja,Anti-snake venom properties of medicinal plants
Piper aduncum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Piper aduncum,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Piper capense,17582701,antibacterial,Staphylococcus aureus,
Piper capense,17582701,antibacterial,Staphylococcus epidermidis,
Piper cubeba,11054840,antiviral,hepatitis C virus,
Piper cumanense,16713157,anti-malarial,Plasmodium falciparum,
Piper holtonii,16713157,anti-malarial,Plasmodium falciparum,
Piper methysticum,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Piper nigrum,21967692,larvicidal,Culex quinquefasciatus,
Piper nigrum,21967692,larvicidal,Anopheles stephensi,
Piper pulchrum,16483385,antibacterial,Bacillus cereus,
Piper pulchrum,16483385,antibacterial,Escherichia coli,
Piper pulchrum,16483385,antibacterial,Staphylococcus aureus,
Piper unbellatum,20161952,anti-malarial,Plasmodium falciparum,
Piptocarpha rotundifolia,17019779,larvicidal,A. aegypti larvae,
Pipturus albidus,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Pistachio lentiscus,23351780,urease inhibitory,urea amidohydrolases,
Pistacia vera,23351780,urease inhibitory,urea amidohydrolases,
Pitadeniastum africana,21867554,antifungal,Candida krusei,
Pitadeniastum africana,21867554,antibacterial,Enterococcus faecalis,
Pitadeniastum africana,21867554,antibacterial,Staphylococcus aureus,
Pitadeniastum africana,21867554,antibacterial,Escherichia coli,
Pitadeniastum africana,21867554,antibacterial,Klebsiella pneumoniae,
Pitadeniastum africana,21867554,antibacterial,Pseudomonas aeruginosa,
Pitadeniastum africana,21867554,antibacterial,Proteus mirabilis,
Pitadeniastum africana,21867554,antibacterial,Shigella flexneri,
Pitadeniastum africana,21867554,antibacterial,Salmonella typhi,
Pitadeniastum africana,21867554,antifungal,Candida albicans,
Pithecellobium clypearia,16724853,antiviral,H1N1,
Pithecellobium clypearia,16724853,antiviral,respiratory syncytial virus,
Pithecellobium clypearia,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Pittosporum phylliraeoides,9582007,antiviral,Ross River virus,
Plagiochasma appendiculatum,16600543,antibacterial,Micrococcus luteus,
Plagiochasma appendiculatum,16600543,antibacterial,Bacillus subtilis,
Plagiochasma appendiculatum,16600543,antibacterial,Bacillus cereus,
Plagiochasma appendiculatum,16600543,antibacterial,Staphylococcus aureus,
Plagiochasma appendiculatum,16600543,antibacterial,Streptococcus pneumoniae,
Plagiochasma appendiculatum,16600543,antibacterial,Enterobacter aerogenes,
Plagiochasma appendiculatum,16600543,antibacterial,Escherichia coli,
Plagiochasma appendiculatum,16600543,antibacterial,Klebsiella pneumoniae,
Plagiochasma appendiculatum,16600543,antibacterial,Proteus mirabilis,
Plagiochasma appendiculatum,16600543,antibacterial,Pseudomonas aeruginosa,
Plagiochasma appendiculatum,16600543,antibacterial,Salmonella typhimurium,
Plagiochasma appendiculatum,16600543,antifungal,Candida albicans,
Plagiochasma appendiculatum,16600543,antifungal,Cryptococcus albidus-dimorphic fungi,
Plagiochasma appendiculatum,16600543,antifungal,Trichophyton rubrum,
Plagiochasma appendiculatum,16600543,antifungal,Aspergillus niger,
Plagiochasma appendiculatum,16600543,antifungal,Aspergillus flavus,
Plagiochasma appendiculatum,16600543,antifungal,Aspergillus spinulosus,
Plagiochasma appendiculatum,16600543,antifungal,Aspergillus terreus,
Plagiochasma appendiculatum,16600543,antifungal,Aspergillus nidulan,
Platymiscium floribundum,15787450,cytotoxic,human cancer cell lines,
Platymiscium floribundum,15787450,cytotoxic,human cancer cell lines,
Platymiscium floribundum,15787450,cytotoxic,human cancer cell lines,
Platymiscium floribundum,15787450,cytotoxic,human cancer cell lines,
Platymiscium pleiostachyum,,antivenom,Bothrops asper,Anti-snake venom properties of medicinal plants
Plectranthus barbatus,16571139,Antifungal,Candida albicans,
Plinia cerrocampanensis,20015638,antibacterial,Staphylococcus aureus,
Plinia cerrocampanensis,20015638,antifungal,Microsporum gypseum,
Plinia cerrocampanensis,20015638,antibacterial,Pseudomonas aeruginosa,
Plinia cerrocampanensis,20015638,antifungal,Trichophyton mentagrophytes,
Plinia cerrocampanensis,20015638,antifungal,Trichophyton rubrum,
Plinia cerrocampanensis,20015638,antibacterial,Helicobacter pylori,
Plinia cerrocampanensis,20015638,larvicidal,A. aegypti larvae,
Pluchea indica,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Plumbago zeylanica,,antiviral,Coxsackie virus B3,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Plumeria bicolor,23333815,Anti-mycobacterial,multi-drug resistance Mycobacterium tuberculosis,
Polyalthia cerasoides,17845001,antimalarial,Plasmodium falciparum,
Polyalthia cerasoides,17845001,antimycobacterial,Mycobacterium tuberculosis,
Polypodium glycyrrhizu,,antiviral,herpesvirus type 1,Antiviral screening of British Columbian medicinal plants
Potamogeton crispus,19205264,antibacterial,Bacillus cereus,
Potamogeton crispus,19205264,antibacterial,Staphylococcus aureus,
Potamogeton crispus,19205264,antibacterial,Erwinia carotovora,
Potamogeton crispus,19205264,Antifungal,Candida albicans,
Potamogeton crispus,19205264,Antifungal,Candida tropicalis,
Potamogeton crispus,19205264,antifungal,Fusarium oxysporum,
Potamogeton crispus,19205264,Antifungal,Penicillium italicum,
Potentifla arguta,,antiviral,Respiratory syncytial virus,Antiviral screening of British Columbian medicinal plants
Prosopis juliflora,20462416,anti-malarial,Plasmodium falciparum,
Prunella vulgaris,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Psiadia arguta Voigt,18848979,anti-malarial,Plasmodium falciparum,
Psidium guajava,16395418,hypoglycemic,streptozotocin -diabetic rats,
Psidium guajava,21687350,antibacterial,Staphylococcus aureus,
Psidium guajava,21687350,antibacterial,Escherichia coli,
Psidium guajava,21687350,antifungal,Aspergillus niger,
Psidium guajava,21687350,antifungal,Candida albicans,
Psidium guajava,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Psorospermum senegalense,20435124,antiplasmodial,Plasmodium falciparum,
Psychotria hawaiiensis,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Pterocarpus marsupium,13524919,hypoglycemic,dogs,
Pterocarpus rubra,23351780,urease inhibitory,urea amidohydrolases,
Puararia tuberosa DC,3832714,Anti-implantation,Rats,
Punica granatum,3832714,Anti-implantation,Rats,
Punica granatum,23351780,urease inhibitory,urea amidohydrolases,
Punica granatum,23351780,urease inhibitory,urea amidohydrolases,
Punica granatum,15476301,antibacterial,Salmonella typhi,
Punica granatum,22737515,anti-trichomoniasis vaginalis,Trichomoniasis vaginalis,
Punica granatum,21808588,inhibit the cardiotoxic effects,albino rats,
Punica granatum,20336211,antibacterial,Escherichia coli,
Punica granatum,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Punica granatum,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Putranjeeva roxburghii,16678369,antibacterial,Micrococcus luteus,
Putranjeeva roxburghii,16678369,antibacterial,Streptococcus faecalis,
Putranjeeva roxburghii,16678369,antifungal,Saccharomyces cerevisiae,
Putranjeeva roxburghii,16678369,antifungal,Candida albicans,
Pyrostegia venusta,22265749,antibacterial,Bacillus subtilis,
Pyrostegia venusta,22265749,antibacterial,Staphylococcus epidermidis,
Pyrostegia venusta,22265749,antibacterial,Staphylococcus pyogenes,
Pyrostegia venusta,22265749,antibacterial,Staphylococcus aureus,
Pyrostegia venusta,22265749,antibacterial,Escherichia coli,
Pyrostegia venusta,22265749,antibacterial,Micrococcus luteus,
Pyrostegia venusta,22265749,antibacterial,Enterobacter aerogenes,
Pyrostegia venusta,22265749,antibacterial,Salmonella typhi,
Pyrostegia venusta,22265749,antibacterial,Pseudomonas aeruginosa,
Pyrostegia venusta,22265749,antifungal,Candida albicans,
Pyrostegia venusta,22265749,antifungal,Aspergillus niger,
Pyrostegia venusta,22265749,antifungal,Candida tropicana,
Quercus infectoria,23351780,urease inhibitory,urea amidohydrolases,
Quercus infectoria,11054840,antiviral,hepatitis C virus,
Quercus lusitanica,17547068,antiviral,DENV-2,
Randia dumetorum,16678369,antifungal,Candida albicans,
Randia dumetorum,16678369,antifungal,Saccharomyces cerevisiae,
Rauvolfia vomitoria,15814260,anti-malarial,Plasmodium falciparum,
Rhamnus frangula,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Rhamnus purshianus,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Rhaphiolepsis indica,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Rheum officinale,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Rheum ribes,23351780,urease inhibitory,urea amidohydrolases,
Rhus aromatica,19746844,antiviral,HSV-1,
Rhus aromatica,19746844,antiviral,HSV-2,
Rosa centifolia,23351780,urease inhibitory,urea amidohydrolases,
Rosa foetida,23351780,urease inhibitory,urea amidohydrolases,
Rosa nutkana,,antiviral,Corona-virus,Antiviral screening of British Columbian medicinal plants
Rosmarinus officinalis,17583499,repellent,Mosquito,
Roylea cinerea,21527328,anti-malarial,Plasmodium falciparum,
Rubus ellipticus Smith,3832714,Anti-implantation,Rats,
Ruta graveolens,16678369,antifungal,Saccharomyces cerevisiae,
Ruta graveolens,16678369,antibacterial,Streptococcus faecalis,
Ruta graveolens,16678369,antifungal,Candida albicans,
Salmalia malabarica,15476301,antibacterial,Salmonella typhi,
Salvia officinalis,24748749,antiviral,Dengue NS2B/NS3 Protease,
Salvia sclarea,20593515,antibacterial,Brucella melitensis,
Sambucus ebulus,23351780,urease inhibitory,urea amidohydrolases,
Sambucus racemosa,,antiviral,Respiratory syncytial virus,Antiviral screening of British Columbian medicinal plants
Sanguisorba minor magnolii,11113996,antiviral,HSV-1,
Sanguisorba minor magnolii,11113996,antiviral,vesicular stomatitis virus,
Saniculiphyllum guangxiense,22899611,antiviral,Hepatitis B Virus,
Santolina chamaecyparissus,22908587,antibacterial,Klebsiella pneumoniae,
Santolina chamaecyparissus,22908587,antifungal,Candida albicans,
Santolina insularis,11164504,antiviral,HSV-2,
Santolina insularis,11164504,antiviral,HSV-1,
Saraca indica,20442821,antibacterial,Vibrio cholerae,
Saraca indica,20442821,antibacterial,Vibrio parahaemolyticus,
Satureja boliviana,10323492,antiviral,HSV-1,
Satureja boliviana,10323492,antiviral,vesicular stomatitis virus,
Satureja macrostema,20668579,Antioxidant,rats,
Satureja macrostema,20668579,hepatoprotective,rats,
Satureja montana,23662123,antibacterial,Streptococcus pyogenes,
Scaevola sericea,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Scaevola spinescens,9582007,antiviral,human cytomegalovirus,
Schefflera octophylla,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Schisandra chinensis,23381504,protective,kidney damage,
Schisandra chinensis,23381504,protective,liver damage,
Schisandra glaucescens,23150075,neuroprotective,H?O?-induced SH-SY5Y cell death,
Schisandra glaucescens,23150075,neuroprotective,CoCl?-induced SH-SY5Y cell injury,
Schisandra wilsoniana,20462233,antiviral,HIV-1,
Schuanniophyton magnificum,,antivenom,Naja  melanoleuca,Anti-snake venom properties of medicinal plants
Schuanniophyton magnificum,,antivenom,Naja kaouthia,Anti-snake venom properties of medicinal plants
Scleria pterota,,antivenom,Bothrops jararacussu,Anti-snake venom properties of medicinal plants
Scleria pterota,,antivenom,Bothrops moojeni,Anti-snake venom properties of medicinal plants
Scleria pterota,,antivenom,Bothrops alternatus,Anti-snake venom properties of medicinal plants
Sclerocarya birrea,22016616,antibacterial,Helicobacter pylori,
Scurulla ferruginea,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Scurulla ferruginea,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Scutellaria Baicalensis,21105198,antibacterial,Helicobacter pylori,
Scutellaria baicalensis,23140177,antiviral,DENV-2,
Scutellaria indica,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Selaginella sinensis,,antiviral,Respiratory syncytial virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Senecio vulgaris,15478193,antifungal,Trichophyton tonsurans,
Serissa japonica,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Serissa japonica,,antiviral,Adenovirus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Serjania lethalis,17019779,larvicidal,A. aegypti larvae,
Sesbania aegyptiaca,16678369,antifungal,Candida albicans,
Sesbania aegyptiaca,16678369,antibacterial,Streptococcus faecalis,
Sesbania aegyptiaca,16678369,antifungal,Saccharomyces cerevisiae,
Sesuvium portulacastrum,16243465,antibacterial,Acinetobacter calcoaceticus,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Bacillus subtilis,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Clostridium sporogenes,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Clostridium perfringens,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Escherichia coli,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Salmonella typhi,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Staphylococcus aureus,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antibacterial,Yersinia enterocolitica,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antifungal,Candida albicans,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antifungal,Aspergillus niger,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antifungal,Aspergillus flavus,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
Sesuvium portulacastrum,16243465,antifungal,Penicillium notatum,Chemical composition and biological activities of essential oil from the leaves of Sesuvium portulacastrum.
