INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,INCHIKEY,SMILES,INCHI_STRING,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,QC_LEVEL,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,TOXVAL_DATA,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MS_READY_SMILES,QSAR_READY_SMILES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,IRIS_LINK,PPRTV_LINK,WIKIPEDIA_ARTICLE,QC_NOTES,ACTOR_REPORT,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
RZPOXAOUEYNXNO-MTXOBMSDSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SMBCGBWABYMHIN-GORYWLCDSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RIUMIKAUMHZQMP-GORYWLCDSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QMGBTYONNBEQCE-KSQNMGCASA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VNWOHXDKMNDMQM-FINDIULESA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZZFQYZCZBBRLTI-IRDDYGQGSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UYNYLGFPCBCXQG-IRDDYGQGSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MKGZDUKUQPPHFM-PHEXLZNCSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UROPGAQBZGIPQC-VUHMTIHWSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UMRPOGLIBDXFNK-ZYGITSNFSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RUVUHIUYGJBLGI-XJZKHKOHSA-N,InChIKey,DTXSID50862519,Stigmast-4-en-3-one,RUVUHIUYGJBLGI-XJZKHKOHSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,"InChI=1S/C29H48O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h18-21,24-27H,7-17H2,1-6H3/t20-,21-,24+,25-,26+,27+,28+,29-/m1/s1",C29H48O,412.3705162,Public_Medium,-,-,-,-,-,-,CCC(CCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)C,1,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.61508E-11,796.044,256.03,413.461,2.26683E-07,13.3994,11.6984,59184.5,9.23562,84.8972,2.72261E-08,6.4704E-06
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
GGGUGZHBAOMSFJ-GADYQYKKSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DBCAVZSSFGIHQZ-YLAYQGCQSA-N,InChIKey,DTXSID60965707,"4,4,6a,8a,11,11,12b,14b-Octamethyl-1,4,4a,5,6,6a,8,8a,9,10,11,12,12a,12b,13,14,14a,14b-octadecahydropicen-3(2H)-one",DBCAVZSSFGIHQZ-YLAYQGCQSA-N,[H][C@@]12CC[C@@]3(C)C4=CC[C@@]5(C)CCC(C)(C)C[C@@]5([H])[C@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2(C)C,"InChI=1S/C30H48O/c1-25(2)17-18-27(5)13-9-21-29(7)14-10-20-26(3,4)24(31)12-16-28(20,6)22(29)11-15-30(21,8)23(27)19-25/h9,20,22-23H,10-19H2,1-8H3/t20-,22+,23+,27-,28-,29-,30+/m0/s1",C30H48O,424.3705162,Public_Low,-,-,-,-,-,-,CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2C1,CC1(C)CCC2(C)CC=C3C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4CCC3(C)C2C1,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.09972E-11,5516.17,335.868,413.431,1.98344E-07,9.13804,11.6959,74845.3,8.63289,245.721,3.35837E-09,8.56673E-06
HCTXZDQPRLPYOB-LEWJYISDSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DHMCGPVUHSTCIP-ONEGZZNKSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
XXNPILBXOYDBBZ-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AUUYOWKYLNLIJN-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QUQPHWDTPGMPEX-QJBIFVCTSA-N,InChIKey,DTXSID9044328,Hesperidin,QUQPHWDTPGMPEX-QJBIFVCTSA-N,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O,"InChI=1S/C28H34O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-17(42-18(20)7-12)11-3-4-16(38-2)13(29)5-11/h3-7,10,17,19,21-30,32-37H,8-9H2,1-2H3/t10-,17-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1",C28H34O15,610.1897704,DSSTox_High,-,Y,-,Y,0.0,0/79,COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O,COC1=C(O)C=C(C=C1)C1CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O,1031,129,-,-,-,Y,"absolute stereochem 


",Y,4.73151,763.436,0.000485289,1.831,0.543,-,391.644,242.443,0.245,0.00456037,-,-,-,-,1.49279E-15,0.00674528,2.93924E-11,3.21115,141.605,372.963,1.69464E-11,0.224053,9.57913,9317.59,-0.0619815,261.977,8.16202E-10,0.0161889
YLRXAIKMLINXQY-ZDUSSCGKSA-O,InChIKey,DTXSID90943972,Magnoflorine,YLRXAIKMLINXQY-ZDUSSCGKSA-O,[H][C@]12CC3=C(C(O)=C(OC)C=C3)C3=C1C(CC[N+]2(C)C)=CC(OC)=C3O,"InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-15(25-4)20(23)18-16(12)13(21)9-11-5-6-14(24-3)19(22)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1/t13-/m0/s1",C20H24NO4,342.1699847,Public_Low,-,-,-,-,-,-,COc1ccc2CC3c4c(CC[N+]3(C)C)cc(OC)c(O)c4-c2c1O,COc1ccc2CC3c4c(CC[N+]3(C)C)cc(OC)c(O)c4-c2c1O,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.67702E-11,42.2746,61.4052,404.073,1.10104E-09,0.324335,9.40886,458756,3.3609,164.468,4.71688E-09,4.68757E-05
POJZOQWVMMYVBU-INIZCTEOSA-O,InChIKey,DTXSID70208713,Oblongine,POJZOQWVMMYVBU-INIZCTEOSA-O,COC1=C(O)C2=C(CC[N+](C)(C)[C@H]2CC2=CC=C(O)C=C2)C=C1,"InChI=1S/C19H23NO3/c1-20(2)11-10-14-6-9-17(23-3)19(22)18(14)16(20)12-13-4-7-15(21)8-5-13/h4-9,16H,10-12H2,1-3H3,(H-,21,22)/p+1/t16-/m0/s1",C19H24NO3,314.1750701,Public_Medium,-,-,-,-,-,-,COc1ccc2CC[N+](C)(C)C(Cc3ccc(O)cc3)c2c1O,COc1ccc2CC[N+](C)(C)C(Cc3ccc(O)cc3)c2c1O,1,18,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,-,-,-,-,0.802,-,-,135.198,0.358,0.00281838,-,-,-,-,-,-,1.67207E-11,36.9481,7.60965,398.409,3.75972E-09,0.626047,9.27339,432.302,3.66063,160.979,3.04453E-10,0.00101091
ABSDACFLIMOXJY-INIZCTEOSA-O,InChIKey,DTXSID70171579,Tembetarine,ABSDACFLIMOXJY-INIZCTEOSA-O,COC1=C(O)C=C(C[C@H]2C3=CC(O)=C(OC)C=C3CC[N+]2(C)C)C=C1,"InChI=1S/C20H25NO4/c1-21(2)8-7-14-11-20(25-4)18(23)12-15(14)16(21)9-13-5-6-19(24-3)17(22)10-13/h5-6,10-12,16H,7-9H2,1-4H3,(H-,22,23)/p+1/t16-/m0/s1",C20H26NO4,344.1856347,Public_Medium,-,-,-,-,-,-,COc1ccc(CC2c3cc(O)c(OC)cc3CC[N+]2(C)C)cc1O,COc1ccc(CC2c3cc(O)c(OC)cc3CC[N+]2(C)C)cc1O,2,17,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,-,-,-,-,0.846,-,-,137.596,0.574,0.00293089,-,-,-,-,-,-,1.67946E-11,36.2378,5.37981,388.115,3.35618E-09,0.527094,9.35656,2404.64,3.4236,166.355,1.00117E-08,0.000478383
GKBDCSXIKLSKMH-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZERVJPYNQLONEK-UHFFFAOYSA-N,InChIKey,DTXSID40197322,Canthin-6-one,ZERVJPYNQLONEK-UHFFFAOYSA-N,O=C1C=CC2=NC=CC3=C2N1C1=CC=CC=C31,InChI=1S/C14H8N2O/c17-13-6-5-11-14-10(7-8-15-11)9-3-1-2-4-12(9)16(13)14/h1-8H,C14H8N2O,220.0636629,Public_Medium,-,-,-,-,-,-,O=C1C=CC2=NC=CC3=C2N1C1=CC=CC=C31,O=C1C=CC2=NC=CC3=C2N1C1=CC=CC=C31,-,65,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,31.6957,424.98,1.37721E-05,1.349,0.447,5.54626E-07,260.77,164.111,0.865,-,-,-,1.35519E-05,-,4.97737E-08,7.62079E-06,4.16967E-11,7.35601,3.35651,338.272,1.92567E-08,3.17335,9.78361,8869.46,2.30916,125.044,1.25408E-08,0.00188879
LLEJIEBFSOEYIV-UHFFFAOYSA-N,InChIKey,DTXSID20861211,Cheleritrine,LLEJIEBFSOEYIV-UHFFFAOYSA-N,COC1=CC=C2C3=CC=C4C=C5OCOC5=CC4=C3[N+](C)=CC2=C1OC,"InChI=1S/C21H18NO4/c1-22-10-16-13(6-7-17(23-2)21(16)24-3)14-5-4-12-8-18-19(26-11-25-18)9-15(12)20(14)22/h4-10H,11H2,1-3H3/q+1",C21H18NO4,348.1230345,DSSTox_High,-,-,-,-,-,-,COC1=CC=C2C3=CC=C4C=C5OCOC5=CC4=C3[N+](C)=CC2=C1OC,COC1=CC=C2C3=CC=C4C=C5OCOC5=CC4=C3[N+](C)=CC2=C1OC,994,-,-,-,-,Y,-,Y,-,-,-,-,0.713,1.47571E-06,-,-,0.467,0.00295801,-,-,-,-,-,-,1.74313E-11,31.8666,12.5218,433.144,6.0997E-06,1.62026,11.6959,432437,4.88388,197.002,1.23189E-09,7.51908E-06
WIONIXOBNMDJFJ-UHFFFAOYSA-N,InChIKey,DTXSID0041012,Dictamnine,WIONIXOBNMDJFJ-UHFFFAOYSA-N,COC1=C2C=COC2=NC2=C1C=CC=C2,"InChI=1S/C12H9NO2/c1-14-11-8-4-2-3-5-10(8)13-12-9(11)6-7-15-12/h2-7H,1H3",C12H9NO2,199.0633285,DSSTox_Low,1.51E-06,Y,-,-,-,-,COC1=C2C=COC2=NC2=C1C=CC=C2,COC1=C2C=COC2=NC2=C1C=CC=C2,35,124,-,-,-,-,-,Y,150.314,326.268,0.000025293,1.274,0.559,1.54882E-05,166.322,114.051,0.862,0.00248313,42.868,-,7.99834E-05,16.4816,1.84502E-06,4.74242E-05,4.38594E-11,17.7207,3.35635,350.233,1.82721E-06,0.376484,7.38034,7921.14,2.80745,133.62,4.77817E-06,0.0014913
NHNXJYYEQLVCAZ-CYBMUJFWSA-N,InChIKey,DTXSID10950183,"3-(2,3-Dihydroxy-3-methylbutyl)-4-methoxy-1-methylquinolin-2(1H)-one",NHNXJYYEQLVCAZ-CYBMUJFWSA-N,[H][C@@](O)(CC1=C(OC)C2=CC=CC=C2N(C)C1=O)C(C)(C)O,"InChI=1S/C16H21NO4/c1-16(2,20)13(18)9-11-14(21-4)10-7-5-6-8-12(10)17(3)15(11)19/h5-8,13,18,20H,9H2,1-4H3/t13-/m1/s1",C16H21NO4,291.1470582,Public_Low,-,-,-,-,-,-,COC1=C(CC(O)C(C)(C)O)C(=O)N(C)C2=CC=CC=C12,COC1=C(CC(O)C(C)(C)O)C(=O)N(C)C2=CC=CC=C12,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.02387E-11,1.18343,3.17507,385.941,1.72798E-11,0.843554,9.30361,396.474,1.15914,162.121,2.33053E-09,0.0172753
KFBCTNNQFGONHB-UHFFFAOYSA-N,InChIKey,DTXSID20200409,Fagarine,KFBCTNNQFGONHB-UHFFFAOYSA-N,COC1=CC=CC2=C1N=C1OC=CC1=C2OC,"InChI=1S/C13H11NO3/c1-15-10-5-3-4-8-11(10)14-13-9(6-7-17-13)12(8)16-2/h3-7H,1-2H3",C13H11NO3,229.0738932,Public_Medium,1.67E-07,Y,-,-,-,-,COC1=CC=CC2=C1N=C1OC=CC1=C2OC,COC1=CC=CC2=C1N=C1OC=CC1=C2OC,7,75,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,149.968,362.805,2.30144E-05,1.294,0.668,1.54882E-05,183.114,121.953,0.983,0.00133968,-,-,5.08159E-05,-,5.19996E-07,9.81748E-05,1.42481E-11,11.1009,4.31817,351.919,2.50028E-07,0.242797,8.52705,3698.42,2.34564,107.237,3.70236E-07,0.00244883
YLRXAIKMLINXQY-ZDUSSCGKSA-O,InChIKey,DTXSID90943972,Magnoflorine,YLRXAIKMLINXQY-ZDUSSCGKSA-O,[H][C@]12CC3=C(C(O)=C(OC)C=C3)C3=C1C(CC[N+]2(C)C)=CC(OC)=C3O,"InChI=1S/C20H23NO4/c1-21(2)8-7-12-10-15(25-4)20(23)18-16(12)13(21)9-11-5-6-14(24-3)19(22)17(11)18/h5-6,10,13H,7-9H2,1-4H3,(H-,22,23)/p+1/t13-/m0/s1",C20H24NO4,342.1699847,Public_Low,-,-,-,-,-,-,COc1ccc2CC3c4c(CC[N+]3(C)C)cc(OC)c(O)c4-c2c1O,COc1ccc2CC3c4c(CC[N+]3(C)C)cc(OC)c(O)c4-c2c1O,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.67702E-11,42.2746,61.4052,404.073,1.10104E-09,0.324335,9.40886,458756,3.3609,164.468,4.71688E-09,4.68757E-05
SLSIBLKBHNKZTB-UHFFFAOYSA-N,InChIKey,DTXSID90232116,Skimmianine,SLSIBLKBHNKZTB-UHFFFAOYSA-N,COC1=C(OC)C2=C(C=C1)C(OC)=C1C=COC1=N2,"InChI=1S/C14H13NO4/c1-16-10-5-4-8-11(13(10)18-3)15-14-9(6-7-19-14)12(8)17-2/h4-7H,1-3H3",C14H13NO4,259.0844579,Public_Medium,-,-,-,-,-,-,COC1=C(OC)C2=C(C=C1)C(OC)=C1C=COC1=N2,COC1=C(OC)C2=C(C=C1)C(OC)=C1C=COC1=N2,26,111,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,170.608,372.065,7.99834E-06,1.281,0.641,9.61612E-06,193.482,122.111,0.935,0.00271019,-,-,4.94311E-05,-,5.72796E-08,6.01174E-05,4.46931E-11,2.86642,4.75336,322.314,2.9356E-09,2.08048,6.48809,136.111,1.18075,176.77,7.35405E-06,0.0013282
ABSDACFLIMOXJY-INIZCTEOSA-O,InChIKey,DTXSID70171579,Tembetarine,ABSDACFLIMOXJY-INIZCTEOSA-O,COC1=C(O)C=C(C[C@H]2C3=CC(O)=C(OC)C=C3CC[N+]2(C)C)C=C1,"InChI=1S/C20H25NO4/c1-21(2)8-7-14-11-20(25-4)18(23)12-15(14)16(21)9-13-5-6-19(24-3)17(22)10-13/h5-6,10-12,16H,7-9H2,1-4H3,(H-,22,23)/p+1/t16-/m0/s1",C20H26NO4,344.1856347,Public_Medium,-,-,-,-,-,-,COc1ccc(CC2c3cc(O)c(OC)cc3CC[N+]2(C)C)cc1O,COc1ccc(CC2c3cc(O)c(OC)cc3CC[N+]2(C)C)cc1O,2,17,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,-,-,-,-,0.846,-,-,137.596,0.574,0.00293089,-,-,-,-,-,-,1.67946E-11,36.2378,5.37981,388.115,3.35618E-09,0.527094,9.35656,2404.64,3.4236,166.355,1.00117E-08,0.000478383
NNIPMYIDMKBMBF-JYISGYRJSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZGIUMGMFRAGSOI-XMFZZSFMSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NNIPMYIDMKBMBF-ALIIGJLFSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HQNOUCSPWAGQND-GKLNBGJFSA-N,InChIKey,DTXSID60174034,Kaempferol-7-rhamnoside,HQNOUCSPWAGQND-GKLNBGJFSA-N,C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C21H20O10/c1-8-15(24)17(26)19(28)21(29-8)30-11-6-12(23)14-13(7-11)31-20(18(27)16(14)25)9-2-4-10(22)5-3-9/h2-8,15,17,19,21-24,26-28H,1H3/t8-,15-,17+,19+,21-/m0/s1",C21H20O10,432.1056468,Public_Medium,-,-,-,-,-,-,CC1OC(Oc2cc(O)c3C(=O)C(=O)C(Oc3c2)c2ccc(O)cc2)C(O)C(O)C1O,CC1OC(Oc2cc(O)c3C(=O)C(=O)C(Oc3c2)c2ccc(O)cc2)C(O)C(O)C1O,-,27,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,1.92752,615.806,8.29851E-05,1.75,0.591,1.72584E-06,347.881,232.88,0.314,0.0043451,-,-,-,-,4.83059E-13,0.0018578,2.4636E-11,2.38949,87.1855,380.104,1.77308E-11,0.207666,9.49486,140.247,1.11771,187.094,3.2028E-09,0.00580794
PJVWKTKQMONHTI-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5023742,Warfarin,PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,"InChI=1/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",C19H16O4,308.104859,DSSTox_High,3.61E-07,Y,-,Y,4.72,41/868,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,CC(=O)CC(C1C(=O)Oc2ccccc2C1=O)c1ccccc1,28516,227,90,Y,-,Y,-,Y,-,451.873,3.77572E-05,1.329,0.961,1.71791E-05,235.071,172.903,0.309,0.000129718,-,-,8.87156E-05,66.6807,8.55067E-10,0.000142233,3.34831E-11,17.7933,3.54225,398.381,6.14056E-09,0.408781,10.66,912.145,2.69984,160.992,1.15352E-07,9.62323E-05
KZNIFHPLKGYRTM-UHFFFAOYSA-N,InChIKey,DTXSID6022391,Apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",C15H10O5,270.0528234,DSSTox_Low,5.27E-07,Y,-,-,37.21,176/473,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,1470,312,-,-,-,Y,-,Y,17.0608,440.286,0.000011995,1.539,0.798,2.73527E-06,229.35,273.196,0.196,0.00696626,-,-,3.40408E-05,40.4576,3.11889E-09,0.000615177,1.62691E-11,41.2937,19.3218,396.251,1.04365E-10,0.285945,9.24586,546.621,3.0195,347,1.32659E-09,0.000171705
MBNGWHIJMBWFHU-UHFFFAOYSA-N,InChIKey,DTXSID80199966,Diosmetin,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,"InChI=1S/C16H12O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-7,17-19H,1H3",C16H12O6,300.0633881,Public_Medium,1.28E-07,Y,-,Y,-,-,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,65,168,-,-,-,Y,Loaded based on no conflicts with this data in chemid and pubchem,Y,13.4276,460.352,1.50661E-05,1.536,0.859,1.66725E-06,233.641,266.689,0.199,0.00215774,-,-,5.32108E-05,56.6239,1.0666E-09,0.000522396,1.3849E-11,44.83,6.94683,399.134,1.57614E-10,0.315179,9.26984,296.944,3.09805,253.512,1.47573E-09,0.000210434
WKUHPOMCLBLCOV-MIUGBVLSSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
